stp_id,farm_id,distance_km
STP_GVR,F_1071,74.1518
STP_GVR,F_1072,99.3923
STP_GVR,F_1073,63.4808
STP_GVR,F_1074,161.6274
STP_GVR,F_1075,155.8105
STP_GVR,F_1076,227.3454
STP_GVR,F_1077,201.9279
STP_GVR,F_1078,133.1547
STP_GVR,F_1079,236.5760
STP_GVR,F_1080,160.0151
STP_GVR,F_1081,128.2638
STP_GVR,F_1082,167.5073
STP_GVR,F_1083,154.9420
STP_GVR,F_1084,141.1421
STP_GVR,F_1085,110.7328
STP_GVR,F_1086,86.0666
STP_GVR,F_1087,222.2784
STP_GVR,F_1088,264.9284
STP_GVR,F_1089,212.9012
STP_GVR,F_1090,201.9666
STP_GVR,F_1091,167.4887
STP_GVR,F_1092,104.3531
STP_GVR,F_1093,164.0983
STP_GVR,F_1094,227.4019
STP_GVR,F_1095,95.5838
STP_GVR,F_1096,92.0327
STP_GVR,F_1097,121.2645
STP_GVR,F_1098,119.4942
STP_GVR,F_1099,61.9815
STP_GVR,F_1100,57.4697
STP_GVR,F_1101,112.0891
STP_GVR,F_1102,123.8791
STP_GVR,F_1103,136.0367
STP_GVR,F_1104,47.2370
STP_GVR,F_1105,239.2546
STP_GVR,F_1106,247.2473
STP_GVR,F_1107,137.5307
STP_GVR,F_1108,25.7223
STP_GVR,F_1109,226.1320
STP_GVR,F_1110,178.2832
STP_GVR,F_1111,101.5380
STP_GVR,F_1112,20.3773
STP_GVR,F_1113,131.2713
STP_GVR,F_1114,50.3743
STP_GVR,F_1115,52.6237
STP_GVR,F_1116,195.4732
STP_GVR,F_1117,165.7824
STP_GVR,F_1118,161.0103
STP_GVR,F_1119,195.4682
STP_GVR,F_1120,172.9489
STP_GVR,F_1121,213.7319
STP_GVR,F_1122,170.8513
STP_GVR,F_1123,152.4579
STP_GVR,F_1124,111.6470
STP_GVR,F_1125,212.5055
STP_GVR,F_1126,138.0718
STP_GVR,F_1127,208.7089
STP_GVR,F_1128,191.2874
STP_GVR,F_1129,211.3488
STP_GVR,F_1130,15.3660
STP_GVR,F_1131,129.7051
STP_GVR,F_1132,117.7499
STP_GVR,F_1133,181.6751
STP_GVR,F_1134,187.6719
STP_GVR,F_1135,139.6719
STP_GVR,F_1136,194.4653
STP_GVR,F_1137,230.2419
STP_GVR,F_1138,139.3430
STP_GVR,F_1139,193.0437
STP_GVR,F_1140,128.2851
STP_GVR,F_1141,205.1097
STP_GVR,F_1142,198.4879
STP_GVR,F_1143,166.5862
STP_GVR,F_1144,93.7496
STP_GVR,F_1145,149.6498
STP_GVR,F_1146,133.2265
STP_GVR,F_1147,77.4998
STP_GVR,F_1148,248.5914
STP_GVR,F_1149,183.0117
STP_GVR,F_1150,158.5097
STP_GVR,F_1151,210.7240
STP_GVR,F_1152,214.0692
STP_GVR,F_1153,198.3428
STP_GVR,F_1154,143.6723
STP_GVR,F_1155,151.8425
STP_GVR,F_1156,237.5122
STP_GVR,F_1157,148.5883
STP_GVR,F_1158,85.9340
STP_GVR,F_1159,187.6422
STP_GVR,F_1160,179.7005
STP_GVR,F_1161,109.5911
STP_GVR,F_1162,156.6658
STP_GVR,F_1163,211.4368
STP_GVR,F_1164,237.8298
STP_GVR,F_1165,159.8568
STP_GVR,F_1166,205.7444
STP_GVR,F_1167,164.6420
STP_GVR,F_1168,78.8254
STP_GVR,F_1169,122.0843
STP_GVR,F_1170,166.5524
STP_GVR,F_1171,167.1925
STP_GVR,F_1172,45.9663
STP_GVR,F_1173,215.3109
STP_GVR,F_1174,174.0882
STP_GVR,F_1175,101.7755
STP_GVR,F_1176,286.1931
STP_GVR,F_1177,65.8122
STP_GVR,F_1178,209.5278
STP_GVR,F_1179,185.5243
STP_GVR,F_1180,174.1992
STP_GVR,F_1181,216.2210
STP_GVR,F_1182,129.4260
STP_GVR,F_1183,113.6545
STP_GVR,F_1184,125.0281
STP_GVR,F_1185,191.2480
STP_GVR,F_1186,182.9922
STP_GVR,F_1187,76.4213
STP_GVR,F_1188,157.4033
STP_GVR,F_1189,178.6112
STP_GVR,F_1190,120.5963
STP_GVR,F_1191,135.5682
STP_GVR,F_1192,193.8322
STP_GVR,F_1193,109.7463
STP_GVR,F_1194,247.5539
STP_GVR,F_1195,148.7987
STP_GVR,F_1196,170.0002
STP_GVR,F_1197,94.0434
STP_GVR,F_1198,117.8753
STP_GVR,F_1199,131.9542
STP_GVR,F_1200,219.3200
STP_GVR,F_1201,223.5834
STP_GVR,F_1202,79.3205
STP_GVR,F_1203,131.6342
STP_GVR,F_1204,198.5919
STP_GVR,F_1205,69.5502
STP_GVR,F_1206,45.7295
STP_GVR,F_1207,146.2599
STP_GVR,F_1208,86.4367
STP_GVR,F_1209,144.7935
STP_GVR,F_1210,191.1230
STP_GVR,F_1211,117.8076
STP_GVR,F_1212,129.1847
STP_GVR,F_1213,146.6825
STP_GVR,F_1214,148.1361
STP_GVR,F_1215,225.0178
STP_GVR,F_1216,223.5996
STP_GVR,F_1217,189.3752
STP_GVR,F_1218,89.5433
STP_GVR,F_1219,169.0098
STP_GVR,F_1220,99.2734
STP_GVR,F_1221,220.7781
STP_GVR,F_1222,172.4137
STP_GVR,F_1223,194.9497
STP_GVR,F_1224,105.3407
STP_GVR,F_1225,222.0697
STP_GVR,F_1226,89.8469
STP_GVR,F_1227,128.3450
STP_GVR,F_1228,133.2463
STP_GVR,F_1229,39.7614
STP_GVR,F_1230,144.1986
STP_GVR,F_1231,119.2958
STP_GVR,F_1232,166.6004
STP_GVR,F_1233,7.6921
STP_GVR,F_1234,43.1234
STP_GVR,F_1235,192.5514
STP_GVR,F_1236,184.4163
STP_GVR,F_1237,121.9536
STP_GVR,F_1238,169.9016
STP_GVR,F_1239,117.4834
STP_GVR,F_1240,105.0007
STP_GVR,F_1241,178.7795
STP_GVR,F_1242,184.2844
STP_GVR,F_1243,83.2653
STP_GVR,F_1244,90.0181
STP_GVR,F_1245,235.9834
STP_GVR,F_1246,236.9958
STP_GVR,F_1247,173.4973
STP_GVR,F_1248,14.0535
STP_GVR,F_1249,35.5577
